title,date_index0,date_index1,date_index10,date_index11,date_index12,date_index13,date_index14,date_index15,date_index16,date_index17,date_index18,date_index19,date_index2,date_index20,date_index21,date_index22,date_index23,date_index24,date_index25,date_index26,date_index27,date_index28,date_index29,date_index3,date_index30,date_index31,date_index32,date_index33,date_index34,date_index35,date_index36,date_index37,date_index4,date_index5,date_index6,date_index7,date_index8,date_index9
Away We Go,88,68,52,49,44,53,51,64,42,34,37,33,65,20,38,38,40,26,25,23,17,25,33,50,36,23,23,20,21,22,35,22,60,57,53,89,100,76
Swing Vote,24,35,45,34,21,22,32,42,40,29,21,25,20,15,23,27,38,17,12,12,15,13,18,33,14,4,8,6,3,6,15,12,22,19,57,100,99,90
Tinker Tailor Soldier Spy,25,30,48,34,35,33,44,58,64,39,28,26,29,26,27,41,37,20,28,28,21,23,39,27,36,20,16,17,16,23,36,32,24,23,27,51,100,89
The Beaver,59,67,89,64,39,27,47,53,70,53,69,54,54,44,48,44,47,56,39,46,45,35,44,60,61,51,42,39,36,43,63,57,48,71,100,74,85,66
Pulse,50,63,69,54,55,65,61,76,65,54,54,54,66,42,49,53,58,50,48,51,50,57,62,60,47,39,44,51,53,50,57,64,56,59,71,86,88,100
Jackass 3D,14,17,67,46,44,40,46,59,57,38,36,34,20,32,33,46,43,38,30,29,28,36,49,17,42,25,23,20,23,26,34,32,22,21,35,87,100,92
Beverly Hills Chihuahua,23,23,58,30,26,40,40,60,52,43,29,24,22,18,32,50,33,18,19,14,20,22,34,19,35,16,12,12,16,15,29,23,21,26,34,68,84,100
The Conjuring,12,13,62,53,44,40,45,56,56,41,36,37,11,35,43,56,66,47,38,39,36,39,47,14,47,37,35,38,38,40,58,61,19,22,30,70,100,90
Are We There Yet?,69,41,74,12,13,38,67,60,38,49,24,25,79,0,27,20,39,0,25,26,26,41,59,13,55,0,0,0,25,0,58,74,0,38,13,14,100,37
Tammy,26,25,94,100,64,65,62,55,62,73,66,50,29,48,45,42,41,67,63,45,42,42,35,33,41,45,47,32,34,32,30,29,35,38,58,80,86,85
Disturbia,22,18,48,30,28,28,32,63,50,31,18,16,20,16,25,41,32,22,17,14,11,13,28,17,25,12,14,11,11,13,23,17,20,21,30,55,100,95
Wicker Park,36,13,39,49,33,28,48,71,51,23,23,27,31,20,18,38,54,12,19,19,14,17,12,13,6,9,10,7,7,17,12,17,22,32,23,67,86,100
White Chicks,19,23,91,99,69,51,47,40,34,55,51,33,34,57,37,41,28,46,44,21,24,31,26,44,24,39,33,22,16,15,10,16,35,26,33,75,77,100
The Descendants,67,86,72,56,52,87,81,86,86,56,46,47,81,55,64,63,81,91,79,67,72,76,89,52,95,89,65,56,50,69,100,81,36,32,42,59,69,66
The Last Song,28,29,100,82,64,52,44,44,45,64,56,33,35,33,28,25,30,47,43,27,23,25,22,43,29,35,42,24,24,23,27,32,39,43,47,71,81,97
12 Years a Slave,60,100,59,42,38,36,45,69,65,41,33,28,82,27,33,43,40,28,24,32,30,36,47,56,38,22,20,19,20,24,31,32,44,42,38,63,91,95
Why Did I Get Married Too?,0,0,100,65,50,36,27,26,26,30,20,15,0,5,16,13,7,10,5,15,15,0,26,10,13,5,10,5,5,16,14,13,25,16,33,37,64,51
Me Before You,18,19,56,50,47,43,49,59,55,36,35,36,23,34,40,49,44,31,31,29,29,32,42,22,38,27,28,26,24,27,54,58,28,30,41,74,100,87
Madea's Witness Protection,9,7,68,59,35,41,62,78,70,31,33,11,14,17,18,28,18,28,20,6,6,3,7,11,7,0,11,9,6,9,7,14,14,20,11,45,53,100
Bad Moms,14,17,54,55,53,45,47,69,61,42,43,44,17,39,49,63,61,38,34,32,31,39,55,17,44,26,27,28,31,38,54,46,19,26,39,72,100,91
Date Movie,27,31,45,40,24,31,40,63,52,23,22,20,34,20,22,31,42,18,15,16,17,24,30,22,32,18,16,15,18,21,32,42,27,25,34,66,100,78
Selma,29,33,73,41,35,57,65,73,79,100,64,37,25,32,35,45,43,28,26,25,24,25,33,27,32,24,23,23,24,28,38,37,28,30,36,59,79,69
Premonition,19,18,45,36,33,35,44,60,53,31,31,25,20,23,26,35,28,21,15,14,13,27,37,15,30,23,16,16,16,14,18,21,35,25,30,83,100,84
Orphan,16,22,58,46,52,41,51,56,53,38,35,52,22,42,49,45,49,35,29,33,30,28,34,21,34,25,25,21,22,23,27,29,27,30,41,100,99,84
Epic Movie,17,25,52,36,29,29,43,60,46,28,22,20,29,20,30,49,35,22,17,17,13,19,26,20,20,14,10,10,11,10,14,11,27,30,39,76,100,78
Spotlight,59,63,64,75,70,77,89,100,88,68,59,59,63,63,69,76,76,67,67,64,78,68,75,58,74,63,61,57,57,59,62,62,55,60,64,76,87,76
Lakeview Terrace,25,29,58,37,30,42,42,74,56,30,20,20,19,15,26,40,35,19,18,14,14,20,21,15,26,23,12,9,8,14,16,16,26,25,24,59,100,89
The Grudge 2,10,26,44,27,30,28,36,42,42,26,25,27,23,27,23,38,37,22,18,15,16,22,17,16,24,15,9,11,18,15,24,16,32,29,48,70,100,75
Man of the Year,22,25,39,29,25,26,38,66,46,22,18,20,25,20,21,55,42,13,17,11,14,29,40,25,31,16,11,13,14,25,33,19,29,39,44,91,100,77
The American,63,61,82,90,91,100,82,79,79,81,86,81,59,79,76,81,74,74,87,76,77,76,73,59,68,62,73,69,68,69,68,64,64,63,78,75,78,80
Vampires Suck,61,53,100,95,64,44,40,39,43,50,50,27,60,23,21,24,24,39,34,26,16,13,16,67,16,23,22,13,10,9,10,12,60,52,60,85,88,83
Babel,77,79,88,79,71,78,88,86,84,78,75,78,82,67,73,75,76,70,75,70,70,63,64,82,69,68,70,68,64,64,62,64,71,77,78,88,100,90
This Is Where I Leave You,17,18,45,36,31,37,50,72,63,29,27,25,18,23,40,76,62,34,30,30,22,27,41,22,32,20,16,14,13,14,25,20,25,27,38,87,100,81
Doubt,65,58,90,66,73,77,89,97,83,69,48,44,62,36,45,48,61,64,50,46,37,35,42,53,53,54,38,44,62,79,71,80,45,43,49,81,85,100
Team America: World Police,24,39,59,48,41,31,46,50,29,39,35,12,41,22,10,27,35,21,19,7,16,6,25,44,16,8,0,14,4,2,14,19,47,34,36,58,100,96
Texas Chainsaw 3D,19,18,60,28,27,27,31,33,26,14,13,10,17,11,11,12,14,11,8,6,8,10,10,24,9,4,6,4,5,5,6,7,24,30,48,100,100,76
Scary Movie 5,24,32,43,36,36,35,45,70,69,35,31,34,35,37,44,61,53,32,33,42,32,34,44,28,43,27,24,24,25,27,38,35,30,35,46,79,100,75
Milk,48,48,41,40,41,39,39,43,44,39,37,37,47,39,38,40,44,37,39,39,44,40,49,45,51,100,60,51,47,44,53,53,44,42,42,41,45,47
Risen,12,15,42,33,29,29,44,66,52,26,25,21,18,23,32,48,43,22,19,20,18,26,37,15,34,20,18,16,17,25,28,35,17,21,33,67,100,80
Ghost Ship,11,12,6,6,9,9,14,24,14,12,12,22,5,14,38,100,49,20,12,10,10,13,17,10,11,9,4,12,15,10,11,14,6,12,13,8,17,19
A Very Harold & Kumar 3D Christmas,3,4,47,37,35,38,40,72,56,20,32,35,21,29,21,35,38,65,57,70,34,41,49,18,38,39,23,20,29,6,31,38,9,15,35,91,100,56
The Stepfather,23,19,37,25,20,25,39,52,47,21,29,21,25,18,21,29,43,19,17,18,14,20,23,22,26,11,11,14,12,11,17,17,29,27,35,83,100,68
The Debt,32,34,97,100,89,59,51,48,53,72,61,45,31,47,49,43,51,58,52,47,45,42,43,31,40,50,48,43,38,43,49,47,28,38,39,65,66,84
One Missed Call,18,22,36,34,31,30,41,62,58,31,23,24,28,23,24,29,37,25,25,13,11,16,18,28,14,8,6,4,5,7,11,11,41,33,32,75,100,83
The Bank Job,32,38,56,43,35,30,46,80,74,30,32,33,49,31,53,71,62,40,29,31,25,31,55,37,44,28,21,22,19,24,37,35,44,37,34,63,100,81
Eternal Sunshine of the Spotless Mind,3,3,100,0,11,38,19,45,22,18,13,16,6,13,14,26,20,10,11,16,13,17,33,12,60,0,0,8,12,5,11,9,7,10,11,32,45,78
You Again,38,49,58,51,52,56,60,70,71,49,45,45,50,44,54,51,63,49,40,49,46,46,53,42,48,38,45,40,38,46,55,45,51,51,60,81,100,91
Street Kings,27,26,58,53,66,73,82,100,83,62,69,59,36,53,54,76,59,33,37,27,35,42,42,25,37,24,17,18,19,26,31,31,29,31,45,82,100,93
The World's End,20,24,46,33,28,25,30,41,49,35,25,20,22,22,52,84,72,46,36,37,39,32,39,19,45,27,20,18,14,18,24,25,23,26,41,80,100,82
Nancy Drew,36,50,47,58,41,45,57,64,55,49,42,34,52,42,46,57,55,29,31,29,39,35,44,43,51,33,33,28,27,28,38,37,38,59,55,79,100,89
Daybreakers,25,29,63,46,40,34,43,54,51,32,29,22,31,26,23,34,26,19,15,12,14,15,23,27,56,34,30,28,24,22,37,44,34,37,50,83,100,74
She's Out of My League,8,7,39,22,26,19,37,42,100,42,36,28,20,20,39,49,52,32,13,20,30,24,31,27,24,37,15,17,22,17,18,26,38,35,32,51,81,65
Monte Carlo,43,47,59,56,57,53,54,64,60,45,47,45,47,43,44,54,52,44,45,46,48,44,53,44,52,44,43,40,48,49,49,47,44,46,52,75,100,80
Stay Alive,21,29,51,28,29,23,30,55,56,20,15,12,33,17,20,23,36,12,7,11,14,17,12,28,16,10,10,5,7,9,13,6,30,32,38,76,95,100
Alpha and Omega,22,24,38,41,37,30,41,65,53,31,29,24,26,24,43,57,53,24,21,19,25,32,46,22,33,27,20,21,17,26,35,25,21,27,31,69,100,83
The Covenant,28,37,60,41,34,25,42,76,52,37,18,21,21,21,25,37,40,30,19,16,12,21,24,18,37,20,23,16,18,17,17,25,28,28,29,71,100,82
Stick It,34,33,45,27,20,21,29,44,42,21,16,16,33,12,21,28,26,9,11,10,10,13,15,22,16,9,11,9,11,7,13,11,32,28,35,57,90,100
Shorts,59,66,72,67,59,60,64,70,72,60,58,55,77,49,50,55,67,56,57,46,45,44,58,67,58,43,40,42,44,47,50,50,66,92,100,87,100,93
Nerve,37,36,100,90,69,69,66,58,60,64,62,50,35,53,53,51,54,63,58,48,48,46,42,36,45,48,48,45,45,47,47,46,38,42,57,78,83,93
Appaloosa,38,47,48,42,41,35,62,69,55,32,27,24,32,28,40,45,44,25,20,16,19,30,32,43,34,23,22,17,21,26,43,32,39,51,51,85,100,77
My Best Friend's Girl,13,15,41,28,20,22,28,49,38,18,33,26,12,17,23,51,31,19,18,17,10,26,20,15,29,21,15,10,13,15,14,11,26,21,34,85,100,96
Georgia Rule,9,21,62,51,38,33,42,57,40,29,30,20,15,19,21,28,31,28,32,17,21,29,27,19,32,18,16,11,11,12,21,14,33,36,34,100,88,83
Reign Over Me,17,16,41,30,29,22,26,38,39,23,17,12,16,14,30,36,29,20,9,12,10,14,21,14,16,8,6,8,8,9,14,9,21,26,33,76,100,77
Into the Wild,65,77,64,55,49,55,61,77,72,51,48,37,76,48,61,66,66,59,44,41,43,58,69,70,72,51,45,35,47,47,64,68,59,58,68,98,100,87
School for Scoundrels,25,52,35,37,21,30,32,44,26,19,25,11,48,2,10,17,26,4,9,2,9,15,7,12,13,11,4,7,0,5,13,3,37,28,29,92,100,67
Silent Hill: Revelation 3D,19,19,32,38,52,64,100,77,46,31,30,23,33,35,25,59,29,27,37,27,20,16,21,19,16,25,23,16,18,16,27,27,35,14,40,84,82,64
Pooh's Heffalump Movie,0,0,0,63,0,0,67,100,95,63,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,100,96
Kung Fu Hustle,31,50,30,25,32,37,33,54,35,29,22,26,39,28,25,51,24,22,15,20,11,18,36,25,28,18,12,12,23,9,23,30,35,37,42,52,100,55
The Kite Runner,75,100,61,55,66,58,57,71,71,44,42,46,98,49,54,50,51,42,53,40,37,36,52,74,48,42,37,34,40,39,48,36,57,70,68,70,86,72
21 Grams,74,75,57,36,52,42,53,86,79,36,69,62,64,59,93,95,97,53,34,51,19,40,100,79,80,52,27,46,45,40,50,71,31,48,62,44,92,64
Paparazzi,49,59,58,85,49,59,77,66,84,63,45,10,65,48,43,48,70,48,42,34,40,64,64,55,36,44,36,29,48,45,61,53,39,37,47,95,100,69
Twilight,30,36,73,57,56,53,52,62,68,53,45,41,37,42,44,52,54,43,39,40,37,39,48,32,49,39,37,36,37,41,47,48,37,40,49,76,100,98
Capitalism: A Love Story,33,34,42,37,36,38,43,52,43,34,30,21,36,20,22,39,25,18,17,20,14,24,29,27,25,16,14,15,13,19,27,24,24,33,32,60,100,83
Secret in Their Eyes,10,13,36,35,41,42,70,85,51,23,24,20,12,21,30,44,37,17,19,16,14,25,38,12,33,16,15,13,9,8,13,12,14,20,34,78,100,73
Disaster Movie,19,16,62,39,34,32,47,75,60,26,21,19,30,22,21,37,32,16,16,16,13,19,37,26,27,16,10,15,12,20,27,25,31,36,42,84,100,73
Armored,34,49,52,47,44,48,48,64,62,44,48,39,51,44,43,49,50,38,37,45,37,54,49,50,43,39,35,40,41,46,48,44,44,49,48,80,100,78
What's Your Number?,0,13,71,80,10,40,32,0,24,30,9,29,0,40,42,49,24,30,29,20,20,11,25,0,12,49,0,0,30,21,25,12,40,20,21,54,39,100
Lockout,29,26,51,39,40,43,60,87,73,45,57,63,35,58,54,50,50,48,42,30,27,34,34,30,32,34,26,28,27,34,34,29,31,34,48,87,100,82
Envy,15,52,47,48,45,21,38,60,44,45,59,32,77,33,48,92,23,39,29,20,63,26,78,47,70,20,32,37,14,23,12,36,33,47,63,74,100,80
Crank: High Voltage,15,9,56,46,31,25,27,46,25,20,16,11,19,18,25,56,51,37,28,23,17,22,29,11,28,19,11,11,13,12,12,20,13,20,39,57,81,100
One Night with the King,12,10,46,25,35,24,41,50,43,24,19,12,21,19,16,33,24,17,10,10,21,21,23,21,26,15,9,2,14,12,18,10,34,47,43,100,99,57
The Weather Man,27,0,41,37,34,25,32,52,49,33,19,0,15,6,38,29,21,32,28,14,5,5,22,14,7,5,14,15,11,0,7,0,53,34,55,66,100,89
Ghost Town,14,13,42,32,48,31,37,68,43,31,29,25,21,17,35,40,42,24,17,20,15,23,28,20,42,19,23,16,26,33,49,31,22,25,34,67,100,87
12 Rounds,16,19,34,36,36,38,38,53,46,28,26,19,21,23,27,33,31,25,17,11,19,17,21,17,17,10,8,11,7,10,11,10,25,19,24,55,95,100
Let Me In,35,35,63,52,45,37,43,57,67,43,36,37,36,37,39,46,46,28,34,36,29,41,46,35,47,29,32,33,28,37,45,44,41,47,48,89,100,87
Be Kind Rewind,16,19,37,30,23,25,22,35,38,19,17,18,15,12,20,34,33,14,12,10,15,14,25,13,22,11,11,15,13,13,20,24,20,22,30,70,100,77
Mrs Henderson Presents,23,31,53,21,31,85,56,100,31,21,32,21,46,21,33,46,59,61,20,31,20,54,45,31,88,20,30,92,21,0,30,15,32,31,32,23,31,46
Triple 9,17,25,36,32,29,24,40,60,48,24,25,23,23,23,24,34,30,18,16,14,12,17,19,15,19,11,11,8,9,11,11,15,21,25,34,68,100,77
Burnt,42,43,62,51,47,51,71,100,81,52,48,51,40,44,49,62,58,39,38,35,32,33,40,43,40,30,31,29,32,30,32,35,38,40,55,87,94,87
Death at a Funeral,54,70,44,24,27,25,59,80,65,32,27,29,100,29,52,73,40,29,28,12,31,42,59,60,28,23,20,25,38,43,79,73,42,31,33,58,82,75
Death Sentence,14,22,42,44,30,30,37,40,47,21,20,24,22,27,27,37,34,20,11,18,13,16,18,29,12,10,7,14,9,12,12,19,22,30,30,70,100,94
Everybody's Fine,0,10,37,53,15,8,97,70,76,60,38,31,0,31,33,31,20,48,8,18,10,37,77,7,21,17,17,0,41,23,60,20,15,15,30,64,100,88
Superbabies: Baby Geniuses 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
Code Name: The Cleaner,0,22,42,83,28,55,59,39,58,41,14,27,0,41,44,19,19,0,0,0,14,29,19,0,0,26,26,40,14,14,19,19,16,15,15,77,100,79
Connie and Carla,17,22,41,29,36,6,0,10,39,6,17,6,0,0,0,41,0,13,6,0,0,7,19,0,0,0,6,11,6,13,0,19,0,15,37,60,100,86
Inherent Vice,27,31,52,31,30,30,32,45,37,30,20,17,28,18,19,23,23,15,17,14,16,19,26,23,23,14,14,12,13,12,17,18,33,36,41,98,100,84
Doogal,19,13,31,21,26,29,27,55,51,7,13,7,10,7,13,20,20,12,7,5,14,5,10,3,7,3,0,0,2,5,5,7,10,14,23,67,94,100
Battle of the Year,28,31,43,35,32,35,42,58,53,34,41,35,28,29,33,48,42,23,26,26,23,26,33,15,32,24,16,16,24,25,35,34,26,24,40,72,100,79
An American Carol,24,18,56,29,13,21,19,26,29,13,6,4,17,11,10,7,4,2,2,4,6,5,3,15,6,3,2,3,2,3,7,4,30,34,29,98,100,63
Machete Kills,32,41,56,48,33,33,36,39,41,27,27,20,36,22,27,45,43,25,22,20,18,20,26,36,26,17,18,17,20,21,25,27,40,38,64,88,100,80
Strange Wilderness,29,26,35,33,30,24,29,44,28,23,14,17,24,14,18,21,13,15,9,6,9,9,11,31,10,8,4,5,5,6,9,10,26,26,45,87,100,72
Little Boy,32,42,47,43,46,45,55,61,55,41,40,39,43,37,44,55,56,43,40,37,45,45,57,40,56,46,42,45,41,47,49,59,32,42,60,84,100,83
A Dangerous Method,26,28,56,37,34,35,47,51,53,58,45,59,31,88,77,89,97,100,55,64,40,45,46,46,85,78,47,54,43,39,49,59,29,25,33,65,67,83
A Scanner Darkly,75,100,35,40,22,34,43,29,44,30,24,21,83,24,21,35,29,24,36,45,34,50,58,64,52,38,39,36,27,26,38,26,49,44,31,58,46,80
Chasing Mavericks,26,32,49,48,27,35,50,60,54,30,24,22,32,24,34,39,39,24,19,14,16,14,26,33,26,20,14,16,16,16,27,20,38,65,52,84,100,76
Bandslam,23,32,59,35,28,36,34,36,33,16,20,19,23,27,23,29,25,16,15,12,15,16,22,24,22,13,8,11,8,12,12,13,26,38,42,74,100,78
Birth,53,56,77,74,67,66,70,51,65,84,0,70,61,65,66,54,65,66,69,63,64,59,54,63,58,56,61,50,37,48,60,61,67,66,77,100,64,61
A Most Violent Year,52,55,36,42,26,35,49,65,57,26,24,22,57,20,25,31,31,20,16,12,10,13,16,28,19,10,10,12,7,10,13,18,33,34,62,81,100,74
Passchendaele,28,22,59,40,51,43,42,59,34,38,41,34,36,26,36,38,33,36,44,37,23,39,50,17,56,47,65,41,37,20,45,22,32,34,56,86,100,97
Flash of Genius,82,88,38,20,18,17,32,43,26,18,11,9,40,13,18,17,15,4,7,6,9,8,7,44,10,5,3,5,4,7,11,12,77,69,91,90,100,48
The Cold Light of Day,53,55,49,44,42,43,38,61,46,31,27,27,67,25,25,39,42,20,17,14,18,20,28,32,29,23,13,14,17,16,26,18,37,40,41,69,73,100
The Brothers Bloom,59,61,35,25,22,22,46,35,46,18,18,37,65,30,25,16,31,11,28,29,30,24,31,35,41,22,11,4,11,28,15,31,32,18,48,31,100,56
"Synecdoche, New York",61,88,71,8,33,45,65,100,42,48,72,65,42,17,27,79,76,68,33,66,59,53,44,32,22,33,33,25,26,37,34,35,33,49,25,35,77,42
Bon voyage,54,18,42,42,43,33,37,86,38,20,16,33,36,11,72,63,63,43,21,44,40,36,91,32,18,54,11,38,33,42,37,27,37,33,54,73,100,35
The Proposition,32,63,65,56,43,53,46,37,51,92,57,71,57,58,46,42,69,45,49,57,87,37,26,22,57,62,100,44,70,82,51,61,52,63,54,51,42,78
Courage,79,73,96,90,100,84,75,65,76,79,81,66,80,76,78,74,89,84,78,85,88,80,69,94,91,90,87,84,91,88,74,84,89,89,93,81,93,87
The Children of Huang Shi,42,100,23,23,40,33,17,35,34,16,8,16,44,17,35,46,35,0,8,17,8,38,49,24,12,31,0,0,17,17,23,23,24,32,65,9,46,22
The Oogieloves in the Big Balloon Adventure,6,3,46,66,100,43,34,16,26,26,6,3,9,0,10,8,0,10,3,5,3,0,0,3,3,0,3,0,0,0,0,0,0,11,8,40,11,28
By the Sea,72,80,74,83,60,53,57,55,50,60,58,48,89,52,50,52,46,55,64,59,58,55,52,100,66,67,64,54,54,55,49,57,78,61,65,68,67,64
Steamboy,65,63,39,80,45,34,45,53,47,37,49,55,75,43,43,49,89,71,0,27,44,65,60,48,55,32,52,22,30,41,35,34,43,36,36,100,96,88
The Game of Their Lives,29,14,17,9,9,9,10,43,43,9,18,9,0,10,0,29,0,8,8,9,0,0,0,9,0,26,0,0,9,9,0,0,35,26,19,50,100,56
All Good Things,43,57,69,50,46,44,47,45,53,55,38,35,42,37,42,52,45,63,45,40,30,51,38,49,52,38,41,33,30,29,31,44,62,90,100,78,55,85
CJ7,22,21,36,35,52,48,49,47,65,100,56,62,21,52,60,53,53,56,74,40,34,36,39,29,40,44,40,45,39,34,40,34,32,28,23,24,29,48
Dylan Dog: Dead of Night,13,15,30,19,28,8,38,43,11,11,25,14,23,8,17,18,20,16,16,5,6,9,21,27,10,13,8,16,5,9,18,11,25,33,28,79,100,62
The Tempest,41,77,96,74,78,70,52,68,77,80,56,74,79,64,60,72,89,73,86,74,71,72,75,94,78,73,82,55,86,63,82,63,83,96,87,100,80,78
Regression,62,46,94,92,91,93,92,88,78,95,90,96,57,91,82,65,72,85,90,86,84,70,54,69,63,80,86,100,89,75,59,69,80,88,88,82,72,83
Three Kingdoms: Resurrection of the Dragon,0,3,7,5,0,2,2,0,7,5,5,0,5,0,3,3,10,7,2,5,2,4,20,0,100,20,5,8,10,7,7,21,2,0,0,4,3,3
Shattered,25,46,75,45,32,40,49,46,61,52,100,49,37,31,38,41,48,76,51,21,23,46,34,39,34,47,36,24,40,33,46,38,37,28,43,32,18,25
Zambezia,38,28,70,73,84,51,62,72,43,49,28,39,40,51,72,57,81,24,51,27,33,34,75,8,42,38,47,60,30,84,100,76,54,61,34,73,69,82
Ramanujan,53,36,58,64,75,84,61,62,97,75,49,48,63,42,57,71,67,63,61,40,45,56,56,43,56,39,43,54,56,33,40,58,51,40,55,81,90,100
Dwegons and Leprechauns,0,0,84,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hands of Stone,15,17,36,33,30,37,76,100,90,76,32,26,52,21,26,34,23,12,11,10,7,7,10,27,9,5,5,5,3,5,5,6,42,36,45,82,99,75
The Frozen Ground,21,26,38,33,44,56,98,85,100,71,40,56,18,50,53,52,36,44,18,27,51,26,35,14,34,43,13,26,11,32,49,29,13,18,13,26,32,34
The Painted Veil,40,53,45,27,39,31,42,74,67,24,21,18,100,15,35,26,55,27,21,18,12,38,50,64,33,20,6,39,9,23,56,56,61,43,25,30,65,42
The Baader Meinhof Complex,27,28,34,25,26,26,0,55,0,0,25,25,0,25,26,27,0,69,50,37,25,25,80,0,34,33,24,49,0,0,40,100,0,0,0,26,0,36
Bad Teacher,25,40,53,49,44,44,44,53,60,42,33,36,35,41,48,63,62,41,37,30,32,34,40,31,44,30,31,29,30,33,41,41,38,43,56,83,100,90
A Cinderella Story,32,28,52,63,58,39,55,62,44,33,34,43,21,27,31,38,50,30,26,24,18,22,22,23,49,19,19,15,11,23,28,25,23,56,38,53,100,95
Scream,30,32,55,48,55,46,48,74,62,53,66,58,40,48,50,65,54,48,59,61,45,42,62,43,49,45,51,49,37,39,59,52,46,77,53,53,100,71
I Can Do Bad All by Myself,11,6,59,46,36,32,32,59,46,39,27,23,11,17,20,31,32,18,12,16,13,15,20,8,15,12,12,7,9,6,16,19,9,20,28,61,87,100
Fight Valley,23,17,44,59,59,66,15,43,34,15,22,15,34,37,24,54,44,22,23,8,15,24,27,44,45,16,8,23,16,24,45,27,15,37,23,100,78,43
The Switch,33,33,59,50,52,44,50,66,54,39,39,44,33,36,42,53,57,39,38,27,32,38,42,32,41,25,26,27,33,29,41,34,43,42,47,71,100,91
The Devil's Double,100,70,69,31,39,35,53,49,63,96,33,53,78,37,48,40,55,31,39,45,23,34,40,96,37,57,34,22,31,31,34,25,74,55,66,34,66,97
The Crazies,19,25,58,41,33,29,41,57,45,28,21,17,21,17,22,29,33,17,16,16,12,18,20,24,20,9,11,8,10,13,20,17,27,27,39,78,100,81
The Bounty,40,35,66,59,61,67,72,94,95,62,54,59,49,69,77,75,80,57,44,40,59,84,100,39,92,53,49,39,53,50,61,64,35,47,63,79,89,91
The Book Thief,32,31,100,91,49,40,35,37,44,42,53,39,38,30,29,30,32,39,37,30,30,30,28,50,30,32,36,30,29,33,35,39,49,53,49,63,74,85
Sex Drive,23,32,44,38,37,51,42,67,61,36,26,48,38,32,25,41,38,29,21,19,25,26,32,25,27,23,20,24,26,29,39,39,34,35,49,77,100,79
Leap Year,39,44,51,46,43,36,49,67,50,47,31,25,34,26,35,42,41,31,25,27,24,25,29,36,29,24,22,18,18,22,26,20,51,40,51,79,100,73
Take Me Home Tonight,51,36,51,33,28,20,25,29,28,18,19,15,35,15,13,20,17,11,12,10,9,8,17,26,15,9,10,7,7,10,13,8,50,56,47,100,84,90
Won't Back Down,29,17,37,31,27,27,27,40,27,19,18,12,23,15,19,23,16,10,10,14,14,51,31,25,20,11,19,12,16,13,15,9,26,27,38,62,100,74
Indignation,32,44,70,35,25,28,24,43,55,39,21,25,47,19,22,21,40,26,12,23,15,18,21,42,28,23,19,13,8,14,12,15,20,15,31,42,79,100
The Amityville Horror,22,24,68,57,22,26,30,55,60,24,28,18,23,17,20,31,31,19,24,6,17,23,12,24,34,15,16,8,10,10,17,21,40,29,41,67,87,100
Land of the Dead,31,28,45,34,30,28,23,23,31,17,19,20,44,17,14,25,21,14,10,8,9,14,14,29,11,11,6,13,13,13,16,20,35,43,44,100,85,99
Out of Inferno,14,0,27,85,80,47,54,40,41,69,100,16,27,32,41,41,54,28,57,80,0,40,27,14,27,0,28,32,0,26,0,0,15,17,16,13,40,27
The Invention of Lying,14,16,44,36,32,29,32,44,44,31,23,20,20,19,27,32,31,12,17,16,13,14,28,21,17,20,21,17,13,13,15,20,24,26,29,84,100,74
Neighbors,19,28,52,40,36,35,40,58,54,32,25,22,30,22,27,36,38,29,23,21,20,22,30,23,28,18,18,17,16,16,22,21,25,27,37,65,100,85
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0,51,100,0,66,0,36,97,47,97,32,66,49,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,37,71,37,98,48
The Exorcism of Emily Rose,17,21,55,27,23,19,34,41,34,19,18,9,29,8,19,20,19,10,12,11,7,9,7,24,16,9,10,7,5,8,16,9,27,19,32,75,100,69
Left Behind,22,21,48,35,34,36,48,63,54,36,30,27,27,29,35,43,38,24,23,24,55,54,61,25,53,32,30,26,24,23,29,29,30,37,51,89,100,77
The Family Stone,39,34,69,63,41,60,57,50,75,70,58,70,22,60,73,75,58,60,49,51,32,27,62,28,49,32,27,21,27,27,42,31,43,25,45,83,91,100
Barbershop 2: Back in Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,16,0,0,0,0,0,100,0,0,0,0,0,0,0,0,16,0,0,98,0
My Big Fat Greek Wedding 2,16,18,56,40,33,30,44,66,52,28,24,22,20,21,33,51,42,18,16,16,15,19,30,19,25,10,10,10,10,13,21,18,22,26,48,89,100,83
Diary of a Wimpy Kid: Rodrick Rules,10,11,20,18,14,18,17,37,26,11,9,7,20,11,10,23,19,9,8,7,6,9,22,15,14,13,9,8,7,13,12,11,14,17,25,54,100,64
Prom Night,17,23,47,30,24,22,40,50,39,23,18,16,21,15,19,28,21,15,11,12,11,14,20,25,19,10,8,9,7,9,14,11,26,22,38,73,100,74
