,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
118,"Rosario Dawson, Katherine Heigl, Geoff Stults, Isabella Kai Rice",1 nomination.,"$11,274,490",USA,25 Jul 2017,Denise Di Novi,,"Drama, Thriller","English, French",45,A woman sets out to make life a living hell for her ex-husband's new fiancée.,https://ia.media-imdb.com/images/M/MV5BMjMzMjQ2ZDQtNmM0NC00YWVmLTk5ZWQtMGFhNDVhMzljYWYwL2ltYWdlXkEyXkFqcGdeQXVyNTg1NzA1NzI@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",21 Apr 2017,True,100 min,Unforgettable,movie,http://www.unforgettablemovie.com/,Christina Hodson,2017,tt3462710,5.0,"9,144"
119,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning",4 wins & 23 nominations.,"$10,542,504",USA,10 Oct 2017,Sofia Coppola,,"Drama, Thriller","English, French",77,The unexpected arrival of a wounded Union soldier at a girls school in Virginia during the American Civil War leads to jealousy and betrayal.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NjY3NDYxMl5BMl5BanBnXkFtZTgwMjI5ODgyMjI@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",30 Jun 2017,True,93 min,The Beguiled,movie,http://www.focusfeatures.com/thebeguiled,"Thomas Cullinan (based on the novel by), Albert Maltz (based on the screenplay by), Irene Kamp (based on the screenplay by), Sofia Coppola (screenplay by)",2017,tt5592248,6.4,"30,980"
120,"Chadwick Boseman, Josh Gad, Kate Hudson, Sterling K. Brown",Nominated for 1 Oscar. Another 4 wins & 16 nominations.,N/A,USA,N/A,Reginald Hudlin,,"Biography, Drama",English,66,"The story of Thurgood Marshall, the crusading lawyer who would become the first African-American Supreme Court Justice, as he battles through one of his career-defining cases.",https://ia.media-imdb.com/images/M/MV5BNzg3YTc4N2ItZmZkZS00OWE1LWIyNGMtNzYzZWQzMzVkZWI2XkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '66/100'}]",13 Oct 2017,True,118 min,Marshall,movie,N/A,"Jacob Koskoff, Michael Koskoff",2017,tt5301662,7.2,"8,136"
121,"Miles Teller, Beulah Koale, Joe Cole, Scott Haze",1 win.,"$9,437,885","USA, India, Canada",23 Jan 2018,Jason Hall,,"Biography, Drama, War",English,68,"A group of U.S. soldiers returning from Iraq struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield.",https://ia.media-imdb.com/images/M/MV5BMTA0NTM5NzgzMjJeQTJeQWpwZ15BbWU4MDAwODc3NjIy._V1_SX300.jpg,Universal Studios,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",27 Oct 2017,True,109 min,Thank You for Your Service,movie,http://www.thankyouforyourservicemovie.com/,"Jason Hall (screenplay), David Finkel (book)",2017,tt2776878,6.5,"6,853"
122,"Gary Oldman, Janet Montgomery, Trey Tucker, Scott Takeda",4 nominations.,"$7,829,766",USA,16 May 2017,Peter Chelsom,,"Adventure, Drama, Romance",English,33,"The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street smart girl to discover how he came to be.",https://ia.media-imdb.com/images/M/MV5BNjYzODU1OTkwN15BMl5BanBnXkFtZTgwMDA3MTMwMDI@._V1_SX300.jpg,STX Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",03 Feb 2017,True,120 min,The Space Between Us,movie,http://stxmovies.com/thespacebetweenus/,"Allan Loeb (screenplay by), Stewart Schill (story by), Richard Barton Lewis (story by), Allan Loeb (story by)",2017,tt3922818,6.4,"33,964"
123,"Olga Kurylenko, Tom Brooke, Paddy Considine, Justin Edwards",Nominated for 2 BAFTA Film Awards. Another 8 wins & 14 nominations.,N/A,"UK, Canada, France, Belgium",N/A,Armando Iannucci,,Comedy,English,88,Follows the Soviet dictator's last days and depicts the chaos of the regime after his death.,https://ia.media-imdb.com/images/M/MV5BMTcxMDc1NjcyNl5BMl5BanBnXkFtZTgwNDU0NDYxMzI@._V1_SX300.jpg,IFC Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",09 Mar 2018,True,107 min,The Death of Stalin,movie,https://www.facebook.com/TheDeathOfStalinMovie,"Armando Iannucci, David Schneider, Ian Martin, Peter Fellows (additional material by), Fabien Nury (based on the comic book ""The Death of Stalin"" by), Thierry Robin (based on the comic book ""The Death of Stalin"" by), Fabien Nury (original screenplay by)",2017,tt4686844,7.2,"21,484"
124,"Kevin Sorbo, Sam Sorbo, Daniel Roebuck, Donielle Artese",N/A,N/A,USA,N/A,Kevin Sorbo,,Drama,English,N/A,An atheist goes through a near-death experience in a car accident before converting to Christianity.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY0MzBiNTgtMGYwNy00MjBkLWI5MGMtODk0M2IxZGY1Y2UwXkEyXkFqcGdeQXVyMTUzNjU3OQ@@._V1_SX300.jpg,EyeSteelFilm,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",03 Nov 2017,True,100 min,Let There Be Light,movie,http://fusion.film/,"Dan Gordon, Sam Sorbo",2017,tt5804314,4.9,"1,140"
125,"Salma Hayek, John Lithgow, Connie Britton, Jay Duplass",2 wins & 8 nominations.,"$7,115,001",USA,N/A,Miguel Arteta,,"Comedy, Drama","English, Spanish",68,A holistic medicine practitioner attends a wealthy client's dinner party after her car breaks down.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDU3M2EwZWEtMGQxZS00NmFjLTlhMDItMDU5NGU1MGUyZmVmXkEyXkFqcGdeQXVyNjU2NTMxOTg@._V1_SX300.jpg,Roadside Attractions,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",09 Jun 2017,True,82 min,Beatriz at Dinner,movie,http://www.beatrizatdinnermovie.com/,Mike White,2017,tt5929750,6.1,"5,652"
126,"Douglas Booth, Josh Burdett, Holly Earl, Robin Hodges",Nominated for 1 Oscar. Another 17 wins & 48 nominations.,"$6,388,510","Poland, UK, USA",16 Jan 2018,"Dorota Kobiela, Hugh Welchman",,"Animation, Biography, Crime",English,62,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.",https://ia.media-imdb.com/images/M/MV5BMTU3NjE2NjgwN15BMl5BanBnXkFtZTgwNDYzMzEwMzI@._V1_SX300.jpg,Good Deed Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",22 Sep 2017,True,94 min,Loving Vincent,movie,http://lovingvincent.com/,"Dorota Kobiela, Hugh Welchman, Jacek Dehnel",2017,tt3262342,7.9,"26,755"
127,"Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Jonas Karlsson",1 nomination.,"$6,658,715","UK, USA, Sweden",16 Jan 2018,Tomas Alfredson,,"Crime, Drama, Mystery",English,23,Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,https://ia.media-imdb.com/images/M/MV5BNDg1NjYyMTEyOF5BMl5BanBnXkFtZTgwNzY4MDMyMzI@._V1_SX300.jpg,Universal Studios,R,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",20 Oct 2017,True,119 min,The Snowman,movie,http://www.thesnowmanmovie.com/,"Peter Straughan (screenplay by), Hossein Amini (screenplay by), Søren Sveistrup (screenplay by), Jo Nesbø (based on the novel by)",2017,tt1758810,5.1,"34,502"
128,"Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight",N/A,"$6,410,279",USA,20 Feb 2018,Michael Carney,,Drama,English,49,"International art dealer Ron Hall must befriend a dangerous homeless man in order to save his struggling marriage to his wife, a woman whose dreams will lead all three of them on the journey of their lives.",https://images-na.ssl-images-amazon.com/images/M/MV5BY2JhZjU1YWQtM2RmYi00ZjY3LWFhYzktNTk0ZGZkNjBkYzI2XkEyXkFqcGdeQXVyNjAwOTYzMjM@._V1_SX300.jpg,Paramount Pictures / Pure Flix,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",20 Oct 2017,True,119 min,Same Kind of Different as Me,movie,http://www.samekindofdifferentasmemovie.com/,"Michael Carney (screenplay), Alexander Foard (screenplay), Ron Hall (screenplay), Ron Hall (book), Denver Moore (book), Lynn Vincent (book)",2017,tt1230168,6.3,"1,286"
129,"Morgan Freeman, Tommy Lee Jones, Rene Russo, Joe Pantoliano",N/A,N/A,USA,27 Feb 2018,Ron Shelton,,"Action, Comedy",English,21,"A two-hander action comedy in the vein of Midnight Run (1988), about an ex-F.B.I. Agent (Tommy Lee Jones) and an ex-mob lawyer in the Witness Protection Program (Morgan Freeman) having to put aside their petty rivalry on the golf course to fend off a mob hit.",https://ia.media-imdb.com/images/M/MV5BMzk0NDdjNWEtMDVkMC00ODdiLTgyMmYtOWM0ZDRjOTU4MjJlXkEyXkFqcGdeQXVyNjM2MDMxMDk@._V1_SX300.jpg,Broad Green Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",08 Dec 2017,True,91 min,Just Getting Started,movie,http://www.justgettingstartedmovie.com/,Ron Shelton,2017,tt5721088,4.1,"2,387"
130,"Brooklynn Prince, Christopher Rivera, Aiden Malik, Josie Olivo",Nominated for 1 Oscar. Another 58 wins & 106 nominations.,"$5,412,775",USA,20 Feb 2018,Sean Baker,,Drama,"English, Spanish, Portuguese",92,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjg4ZmY1MmItMjFjOS00ZTg2LWJjNDYtNDM2YmM2NzhiNmZhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,A24 Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",10 Nov 2017,True,111 min,The Florida Project,movie,http://floridaproject.movie/,"Sean Baker, Chris Bergoch",2017,tt5649144,7.7,"34,181"
131,"John Corbett, Cara Buono, Myles Moore, Barry Corbin",N/A,"$5,750,509",USA,12 Dec 2017,Steve Gomer,,Drama,English,63,"When a group of Burmese refugees join the congregation, the pastor of a failing Anglican church attempts to aid them by planting crops and enlisting the help of the community.",https://ia.media-imdb.com/images/M/MV5BMjMwODgxMDU4OV5BMl5BanBnXkFtZTgwMDMzNDQ3MjI@._V1_SX300.jpg,Sony Pictures / Affirm Films,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",25 Aug 2017,True,108 min,All Saints,movie,http://www.allsaintsmovie.com,Steve Armour,2017,tt4663548,5.8,799
132,"Steve Monroe, Gavin Wilde, Landon Gordon, Hope Banks",3 wins & 5 nominations.,N/A,"UK, USA",N/A,George Clooney,,"Crime, Drama, Mystery",English,42,"As a 1950s suburban community self-destructs, a home invasion has sinister consequences for one seemingly normal family.",https://ia.media-imdb.com/images/M/MV5BMTA3MjA1NDkxMTReQTJeQWpwZ15BbWU4MDU2Njg3NDMy._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Metacritic', 'Value': '42/100'}]",27 Oct 2017,True,105 min,Suburbicon,movie,N/A,"Joel Coen, Ethan Coen, George Clooney, Grant Heslov",2017,tt0491175,5.6,"20,276"
133,"Dan Stevens, Mark Schrier, Patrick Joseph Byrnes, Miriam Margolyes",1 win.,"$5,652,908","Ireland, Canada",06 Mar 2018,Bharat Nalluri,,"Biography, Comedy, Drama",English,60,"The journey that led to Charles Dickens' creation of ""A Christmas Carol,"" a timeless tale that would redefine Christmas.",https://images-na.ssl-images-amazon.com/images/M/MV5BZDRjZWZlNjAtYjM1ZS00ZjAyLWE4MmEtNWVmNzZiNTYzOThjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Bleecker Street,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",22 Nov 2017,True,104 min,The Man Who Invented Christmas,movie,https://bleeckerstreetmedia.com/themanwhoinventedchristmas,"Susan Coyne (screenplay), Les Standiford (book)",2017,tt6225520,7.1,"2,870"
134,"Salman Khan, Katrina Kaif, Sajjad Delafrooz, Angad Bedi",1 win.,"$5,560,921",India,N/A,Ali Abbas Zafar,,"Action, Adventure, Thriller","Hindi, English",N/A,"Inspired by real events, Tiger Zinda Hai is a sequel to the blockbuster Ek Tha Tiger, and an espionage action thriller that follows an adventurous rescue mission in Iraq.",https://ia.media-imdb.com/images/M/MV5BYTZhMmE3NzgtYmM0My00NmYyLWFlZjItZTVhMjUwNmQyNzUxXkEyXkFqcGdeQXVyMTkzOTcxOTg@._V1_SX300.jpg,Yash Raj Films,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",22 Dec 2017,True,161 min,Tiger Zinda Hai,movie,http://www.yashrajfilms.com/,"Neelesh Misra (story), Ali Abbas Zafar (story), Ali Abbas Zafar (screenplay and dialogue), Aditya Chopra (original characters)",2017,tt5956100,6.3,"14,471"
135,"Naomi Watts, Jaeden Lieberher, Jacob Tremblay, Sarah Silverman",1 win & 2 nominations.,"$4,219,536",USA,03 Oct 2017,Colin Trevorrow,,"Crime, Drama, Thriller",English,31,"With instructions from her genius son's carefully crafted notebook, a single mother sets out to rescue a young girl from the hands of her abusive stepfather.",https://ia.media-imdb.com/images/M/MV5BMjQ3MjI4OTU1Ml5BMl5BanBnXkFtZTgwMTgwODcyMjI@._V1_SX300.jpg,Focus Features,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",23 Jun 2017,True,105 min,The Book of Henry,movie,http://focusfeatures.com/thebookofhenry,Gregg Hurwitz,2017,tt4572792,6.5,"12,282"
136,"Jake Gyllenhaal, Tatiana Maslany, Miranda Richardson, Richard Lane Jr.",2 wins & 8 nominations.,"$4,192,426",USA,19 Dec 2017,David Gordon Green,,"Biography, Drama",English,76,"Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.",https://ia.media-imdb.com/images/M/MV5BMjE0NjIwMjQ2MF5BMl5BanBnXkFtZTgwNTAxMzQ5MjI@._V1_SX300.jpg,Lionsgate and Roadside Attractions,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",29 Sep 2017,True,119 min,Stronger,movie,http://strongerthefilm.com/home/,"John Pollono (screenplay by), Jeff Bauman (based on the book ""Stronger"" by), Bret Witter (based on the book ""Stronger"" by)",2017,tt3881784,7.0,"22,091"
137,"Sam Elliott, Laura Prepon, Nick Offerman, Krysten Ritter",1 win & 5 nominations.,"$4,077,270",USA,19 Sep 2017,Brett Haley,,"Comedy, Drama, Romance",English,61,An ailing movie star comes to terms with his past and mortality.,https://ia.media-imdb.com/images/M/MV5BMjA2OTY1MjI4OV5BMl5BanBnXkFtZTgwNzYwMjk5MTI@._V1_SX300.jpg,The Orchard,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",09 Jun 2017,True,93 min,The Hero,movie,N/A,"Brett Haley, Marc Basch",2017,tt5655222,6.5,"5,106"
138,"Anna Kendrick, Rya Meyers, Charles Green, Lisa Kudrow",1 nomination.,"$3,606,977",USA,13 Jun 2017,Jeffrey Blitz,,"Comedy, Drama, Romance",English,40,"Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway, only to find herself seated with five fellow unwanted guests at the dreaded Table 19.",https://ia.media-imdb.com/images/M/MV5BNzQzNzI3NzkzMl5BMl5BanBnXkFtZTgwMjA4MzczOTE@._V1_SX300.jpg,Fox Searchlight Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",03 Mar 2017,True,87 min,Table 19,movie,http://www.table19movie.com,"Mark Duplass (story by), Jay Duplass (story by), Jeffrey Blitz (story by), Jeffrey Blitz (screenplay by)",2017,tt1412528,5.8,"16,809"
139,"Florence Hartigan, Luke Spencer Roberts, Chelsea Lopez, Justin Matthews",1 nomination.,"$3,599,570",USA,01 Aug 2017,Justin Barber,,"Horror, Mystery, Sci-Fi",English,33,"20 years after three teenagers disappeared in the wake of mysterious lights appearing above Phoenix, Arizona, unseen footage from that night has been discovered, chronicling the final hours of their fateful expedition.",https://ia.media-imdb.com/images/M/MV5BMTUxODEyNjEzNl5BMl5BanBnXkFtZTgwMDQyMTM2MTI@._V1_SX300.jpg,Cinelou Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",21 Apr 2017,True,87 min,Phoenix Forgotten,movie,http://www.phoenixforgotten.com/,"T.S. Nowlin, Justin Barber",2017,tt6574272,5.2,"3,576"
140,"Stephen Bishop, Mark G. Chapman, Jessica Vanessa DeLeon, Desireé",N/A,"$2,640,645",USA,N/A,Chris Stokes,,Thriller,English,N/A,"Michael and Madison Roland had planned to spend the rest of their lives together, until one day Michael's controlling ways turned their perfect marriage. With the help of her best friend, ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MDQyNzMzNF5BMl5BanBnXkFtZTgwOTg5NDU5MjI@._V1_SX300.jpg,Novus Content,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}]",29 Sep 2017,True,101 min,Til Death Do Us Part,movie,http://www.TilDeathDoUsPart-Movie.com,N/A,2017,tt6848602,3.6,287
141,"Raj Arjun, Shubham Chintamani, Shubham Tukaram, Dhanveer",1 win & 11 nominations.,"$3,262,954",India,N/A,Rahul Dholakia,,"Action, Crime, Thriller",Hindi,N/A,A bootlegger sets out to improve his community as a promising leader but falls in a political trap.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NTYwMTE1NV5BMl5BanBnXkFtZTgwODQ5MzAwMTI@._V1_SX300.jpg,Red Chillies Entertainments,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",25 Jan 2017,True,143 min,Raees,movie,N/A,"Rahul Dholakia, Harit Mehta, Niraj Shukla, Ashish Vashi",2017,tt3405236,7.0,"33,103"
142,"Aubrey Plaza, Elizabeth Olsen, O'Shea Jackson Jr., Wyatt Russell",2 wins & 8 nominations.,"$3,016,057",USA,07 Nov 2017,Matt Spicer,,"Comedy, Drama",English,71,An unhinged social media stalker moves to LA and insinuates herself into the life of an Instagram star.,https://ia.media-imdb.com/images/M/MV5BNzE3Mzc5NTc4M15BMl5BanBnXkFtZTgwMDYwNzM3MjI@._V1_SX300.jpg,NEON,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",25 Aug 2017,True,98 min,Ingrid Goes West,movie,http://ingridgoeswestfilm.com/,"David Branson Smith, Matt Spicer",2017,tt5962210,6.7,"17,441"
143,"Helen Mirren, Donald Sutherland, Janel Moloney, Joshua Mikel",Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,N/A,"Italy, France",N/A,Paolo Virzì,,"Adventure, Comedy, Drama",English,46,A runaway couple go on an unforgettable journey in the faithful old RV they call The Leisure Seeker.,https://ia.media-imdb.com/images/M/MV5BMTg1NTg2MzcyNF5BMl5BanBnXkFtZTgwNjMwMDIzNDM@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Metacritic', 'Value': '46/100'}]",09 Mar 2018,True,112 min,The Leisure Seeker,movie,N/A,"Michael Zadoorian (novel), Stephen Amidon (screenplay), Francesca Archibugi (screenplay), Francesco Piccolo (screenplay), Paolo Virzì (screenplay)",2017,tt3741632,6.5,"1,087"
144,"Olivia Cooke, Anya Taylor-Joy, Anton Yelchin, Kaili Vernoff",1 win & 7 nominations.,N/A,USA,05 Jun 2018,Cory Finley,,"Drama, Thriller",English,76,"Two upper-class teenage girls in suburban Connecticut rekindle their unlikely friendship after years of growing apart. Together, they hatch a plan to solve both of their problems-no matter what the cost.",https://ia.media-imdb.com/images/M/MV5BNDcyNDA4NDAzN15BMl5BanBnXkFtZTgwODQxMDQ5NDM@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",09 Mar 2018,True,92 min,Thoroughbreds,movie,http://www.ThoroughbredsMovie.com,Cory Finley,2017,tt5649108,7.3,"3,850"
145,"Jing Wu, Frank Grillo, Celina Jade, Gang Wu",2 nominations.,"$2,720,898",China,12 Dec 2017,Jing Wu,,"Action, Drama, Thriller","Mandarin, English, French",44,"China's deadliest special forces operative settles into a quiet life on the sea. When sadistic mercenaries begin targeting nearby civilians, he must leave his newfound peace behind and return to his duties as a soldier and protector.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NjU4NjE4Nl5BMl5BanBnXkFtZTgwNjk0ODY5MjI@._V1_SX300.jpg,Well Go USA Entertainment,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",27 Jul 2017,True,123 min,Wolf Warrior 2,movie,http://wellgousa.com/theatrical/wolf-warrior-2,"Qun Dong, Yan Gao, Yi Liu, Jing Wu",2017,tt7131870,6.3,"3,694"
146,"Rachel Weisz, Sam Claflin, Holliday Grainger, Iain Glen",1 win & 4 nominations.,"$2,711,003","UK, USA",29 Aug 2017,Roger Michell,,"Drama, Mystery, Romance","English, Italian",63,"A young Englishman plots revenge against his late cousin's mysterious, beautiful wife, believing her responsible for his death. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NTY3MjEwM15BMl5BanBnXkFtZTgwNTY2MzUyMTI@._V1_SX300.jpg,Fox Searchlight Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",09 Jun 2017,True,106 min,My Cousin Rachel,movie,http://www.foxsearchlight.com/mycousinrachel/,"Roger Michell (written for the screen by), Daphne Du Maurier (based on the novel by)",2017,tt4411596,6.0,"10,878"
147,"Richard T. Jones, Kim Fields, C. Thomas Howell, T.C. Stallings",N/A,"$2,507,723",USA,02 Jan 2018,Kevan Otto,,Drama,English,N/A,"When tragedy strikes three families, their destiny forces them on a converging path to discover God's love, grace and mercy as the challenges of their fate could also resurrect their beliefs.",https://ia.media-imdb.com/images/M/MV5BZTYwOTNlNTQtN2E2MC00NDQzLTlhZDQtOTdmMjc3YzY1ODMxXkEyXkFqcGdeQXVyMTYyOTY0Nw@@._V1_SX300.jpg,Pure Flix Entertainment,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",29 Sep 2017,True,104 min,A Question of Faith,movie,http://aquestionoffaith.com/,Ty Manns,2017,tt6054650,4.8,485
148,"Mauricio Ochmann, Alfonso Dosal, Humberto Busto, Aislinn Derbez",1 win & 1 nomination.,N/A,"Chile, Mexico",N/A,Nicolás López,,Comedy,Spanish,N/A,"Raúl, Eduardo and Santiago have led a happy and ""straight"" life since their childhood, until, one day, Santiago confesses to them that he is gay.",https://images-na.ssl-images-amazon.com/images/M/MV5BYjQ3ODJjMzktODAwYS00NjNkLTkxOGUtNzIyZjI5ZDdiMDg1XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",01 Sep 2017,True,109 min,Do It Like An Hombre,movie,N/A,"Nicolás López (story by), Nicolás López (screenplay), Guillermo Amoedo (screenplay)",2017,tt6046212,5.7,701
149,"Alicia Vikander, Dane DeHaan, Jack O'Connell, Holliday Grainger",1 nomination.,"$2,399,374","UK, USA",28 Nov 2017,Justin Chadwick,,"Drama, Romance",English,38,An artist falls for a young married woman while he's commissioned to paint her portrait during the Tulip mania of 17th century Amsterdam.,https://ia.media-imdb.com/images/M/MV5BZDY3MTAyNmEtZDY1Yi00NGY5LTg1ZDctNDQ2N2FlMmRlYWU0XkEyXkFqcGdeQXVyNTQzOTc3MTI@._V1_SX300.jpg,The Weinstein Company,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",01 Sep 2017,True,105 min,Tulip Fever,movie,N/A,"Deborah Moggach (screenplay by), Tom Stoppard (screenplay by), Deborah Moggach (based upon the novel by)",2017,tt0491203,6.2,"9,857"
